# FIELDS:
#  1) Producer name
#  2) Mapping name
#  3) Parameter id type:
#         1 = FMI_ID
#         2 = FMI_NAME
#         3 = GRIB_ID
#         4 = NEWBASE_ID
#         5 = NEWBASE_NAME
#         6 = NETCDF_NAME
#  4) Parameter id / name
#  5) Geometry id
#  6) Parameter level id type:
#         1 = FMI
#         2 = GRIB1
#         3 = GRIB2
#  7) Level id
#         FMI level identifiers:
#            1 Gound or water surface
#            2 Pressure level
#            3 Hybrid level
#            4 Altitude
#            5 Top of atmosphere
#            6 Height above ground in meters
#            7 Mean sea level
#            8 Entire atmosphere
#            9 Depth below land surface
#            10 Depth below some surface
#            11 Level at specified pressure difference from ground to level
#            12 Max equivalent potential temperature level
#            13 Layer between two metric heights above ground
#            14 Layer between two depths below land surface
#            15 Isothermal level, temperature in 1/100 K
#  8) Level
#  9) Area interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         9 = Landscape
#         10 = Forbidden
#         500..999 = List
#         1000..65535 = External (interpolated by an external function)
# 10) Time interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 11) Level interpolation method
#         0 = None
#         1 = Linear
#         2 = Nearest
#         3 = Min
#         4 = Max
#         5 = Logarithmic
#         6 = Previous
#         7 = Next
#         1000..65535 = External (interpolated by an external function)
# 12) Group flags
#         bit 0 = Climatological parameter (=> ignore year when searching)
#         bit 1 = Global parameter (=> ignore timestamp when searching, for example LandSeaMask)
# 13) Search match (Can this mapping used when searching mappings for incomplete parameters)
#         E = Enabled
#         D = Disabled
#         I = Ignore
# 14) Mapping function (enables data conversions during the mapping)
# 15) Reverse mapping function
# 16) Default precision
# 
MEPS;surface_snow_density;2;SND-KGM3;1093;1;6;000000;1;1;1;0;E;;;;
MEPS;wind_speed;2;FF-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS;wind_speed_of_gust;2;FFG-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS;x_wind;2;U-MS;1093;1;2;*;2;2;2;0;D;;;;
MEPS;x_wind;2;U-MS;1093;1;3;*;2;2;2;0;D;;;;
MEPS;x_wind;2;U-MS;1093;1;6;000010;2;2;2;0;E;;;;
MEPS;x_wind;2;U-MS;1093;1;6;000080;2;2;2;0;D;;;;
MEPS;x_wind;2;U-MS;1093;1;6;000120;2;2;2;0;D;;;;
MEPS;x_wind_gust;2;WGU-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS;y_wind;2;V-MS;1093;1;2;*;2;2;2;0;D;;;;
MEPS;y_wind;2;V-MS;1093;1;3;*;2;2;2;0;D;;;;
MEPS;y_wind;2;V-MS;1093;1;6;000010;2;2;2;0;E;;;;
MEPS;y_wind;2;V-MS;1093;1;6;000080;2;2;2;0;D;;;;
MEPS;y_wind;2;V-MS;1093;1;6;000120;2;2;2;0;D;;;;
MEPS;y_wind_gust;2;WGV-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPSCALIB;air_temperature;2;T-K;1112;1;6;000002;1;1;1;0;E;;;;
MEPSCALIB;wind_speed;2;FF-MS;1112;1;6;000010;1;1;1;0;E;;;;
MEPSCALIB;wind_speed_of_gust;2;FFG-MS;1112;1;6;000010;1;1;1;0;E;;;;
MNWC;air_pressure;2;P-PA;1093;1;20;000000;1;1;1;0;E;;;;
MNWC;air_pressure;2;P-PA;1093;1;6;000000;1;1;1;0;E;;;;
MNWC;air_pressure;2;P-PA;1093;1;7;000000;1;1;1;0;D;;;;
MNWC;air_temperature;2;T-K;1093;1;20;000000;1;1;1;0;E;;;;
MNWC;air_temperature;2;T-K;1093;1;2;*;1;1;1;0;D;;;;
MNWC;air_temperature;2;T-K;1093;1;3;*;1;1;1;0;D;;;;
MNWC;air_temperature;2;T-K;1093;1;6;000000;1;1;1;0;E;;;;
MNWC;air_temperature;2;T-K;1093;1;6;000002;1;1;1;0;E;;;;
MNWC;air_temperature;2;T-K;1093;1;6;000080;1;1;1;0;D;;;;
MNWC;air_temperature;2;T-K;1093;1;6;000120;1;1;1;0;D;;;;
MNWC;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1093;1;6;000000;1;1;1;0;E;;;;
MNWC;atmosphere_convective_inhibition;2;CIN-JKG;1093;1;6;000000;1;1;1;0;E;;;;
MNWC;atmosphere_mass_content_of_cloud_ice;2;CLDICE-KGKG;1093;1;2;*;1;1;1;0;D;;;;
MNWC;atmosphere_mass_content_of_cloud_ice;2;CLDICE-KGKG;1093;1;3;*;1;1;1;0;D;;;;
MNWC;atmosphere_mass_content_of_cloud_liquid_water;2;CLDWAT-KGKG;1093;1;2;*;1;1;1;0;D;;;;
MNWC;atmosphere_mass_content_of_cloud_liquid_water;2;CLDWAT-KGKG;1093;1;3;*;1;1;1;0;D;;;;
MNWC;cloud_base_altitude;2;CLDBASE-M;1093;1;8;000000;1;1;1;0;E;;;;
MNWC;wind_speed;2;FF-MS;1093;1;6;000010;1;1;1;0;E;;;;
MNWC;wind_speed_of_gust;2;FFG-MS;1093;1;6;000010;1;1;1;0;E;;;;
MNWC;x_wind;2;U-MS;1093;1;2;*;2;2;2;0;D;;;;
MNWC;x_wind;2;U-MS;1093;1;3;*;2;2;2;0;D;;;;
MNWC;x_wind;2;U-MS;1093;1;6;000010;2;2;2;0;E;;;;
MNWC;x_wind;2;U-MS;1093;1;6;000080;2;2;2;0;D;;;;
MNWC;x_wind;2;U-MS;1093;1;6;000120;2;2;2;0;D;;;;
MNWC;x_wind_gust;2;WGU-MS;1093;1;6;000010;1;1;1;0;E;;;;
MNWC;y_wind;2;V-MS;1093;1;2;*;2;2;2;0;D;;;;
MNWC;y_wind;2;V-MS;1093;1;3;*;2;2;2;0;D;;;;
MNWC;y_wind;2;V-MS;1093;1;6;000010;2;2;2;0;E;;;;
MNWC;y_wind;2;V-MS;1093;1;6;000080;2;2;2;0;D;;;;
MNWC;y_wind;2;V-MS;1093;1;6;000120;2;2;2;0;D;;;;
MNWC;y_wind_gust;2;WGV-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS_PREOP;air_pressure;2;P-PA;1093;1;6;000000;1;1;1;0;E;;;;
MEPS_PREOP;air_temperature;2;T-K;1093;1;3;*;1;1;1;0;D;;;;
MEPS_PREOP;air_temperature;2;T-K;1093;1;6;000000;1;1;1;0;E;;;;
MEPS_PREOP;air_temperature;2;T-K;1093;1;6;000002;1;1;1;0;E;;;;
MEPS_PREOP;air_temperature;2;T-K;1093;1;6;000080;1;1;1;0;D;;;;
MEPS_PREOP;air_temperature;2;T-K;1093;1;6;000120;1;1;1;0;D;;;;
MEPS_PREOP;atmosphere_convective_available_potential_energy;2;CAPE-JKG;1093;1;6;000000;1;1;1;0;E;;;;
MEPS_PREOP;atmosphere_convective_inhibition;2;CIN-JKG;1093;1;6;000000;1;1;1;0;E;;;;
MEPS_PREOP;atmosphere_mass_content_of_cloud_ice;2;CLDICE-KGKG;1093;1;3;*;1;1;1;0;D;;;;
MEPS_PREOP;atmosphere_mass_content_of_cloud_liquid_water;2;CLDWAT-KGKG;1093;1;3;*;1;1;1;0;D;;;;
MEPS_PREOP;wind_speed;2;FF-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS_PREOP;wind_speed_of_gust;2;FFG-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS_PREOP;x_wind;2;U-MS;1093;1;3;*;2;2;2;0;D;;;;
MEPS_PREOP;x_wind;2;U-MS;1093;1;6;000010;2;2;2;0;E;;;;
MEPS_PREOP;x_wind;2;U-MS;1093;1;6;000080;2;2;2;0;D;;;;
MEPS_PREOP;x_wind;2;U-MS;1093;1;6;000120;2;2;2;0;D;;;;
MEPS_PREOP;x_wind_gust;2;WGU-MS;1093;1;6;000010;1;1;1;0;E;;;;
MEPS_PREOP;y_wind;2;V-MS;1093;1;3;*;2;2;2;0;D;;;;
MEPS_PREOP;y_wind;2;V-MS;1093;1;6;000010;2;2;2;0;E;;;;
MEPS_PREOP;y_wind;2;V-MS;1093;1;6;000080;2;2;2;0;D;;;;
MEPS_PREOP;y_wind;2;V-MS;1093;1;6;000120;2;2;2;0;D;;;;
MEPS_PREOP;y_wind_gust;2;WGV-MS;1093;1;6;000010;1;1;1;0;E;;;;
GEM;air_pressure;2;P-PA;1114;1;1;000000;1;1;1;0;E;;;;
GEM;air_pressure;2;P-PA;1114;1;7;000000;1;1;1;0;D;;;;
GEM;air_temperature;2;T-K;1114;1;2;*;1;1;1;0;D;;;;
GEM;air_temperature;2;T-K;1114;1;6;000002;1;1;1;0;E;;;;
GEM;precipitation_amount;2;RRR-KGM2;1114;1;1;000000;1;1;1;0;E;;;;
GEM;sea_water_temperature;2;TSEA-K;1114;1;1;000000;1;1;1;0;E;;;;
GEM;wind_speed;2;FF-MS;1114;1;2;*;1;1;1;0;D;;;;
GEM;wind_speed;2;FF-MS;1114;1;6;000010;1;1;1;0;E;;;;
ENFUSER;AQI;2;AQI-N;52;1;6;000000;1;1;1;0;E;;;;
ENFUSER;cnc_PM10:ugm-3;2;PM10-UGM3;52;1;6;000000;1;1;1;0;E;;;;
ENFUSER;cnc_PM2_5:ug/m3;2;PM2_5-UGM3;52;1;6;000000;1;1;1;0;E;;;;
ENFUSER;mole_concentration_of_nitrogen_dioxide_in_air;2;NO2-UGM3;52;1;6;000000;1;1;1;0;E;;;;
KWBG;air_pressure;2;P-PA;26;1;1;000000;1;1;1;0;E;;;;
KWBG;air_pressure;2;P-PA;26;1;7;000000;1;1;1;0;D;;;;
KWBG;air_temperature;2;T-K;26;1;1;000000;1;1;1;0;E;;;;
KWBG;air_temperature;2;T-K;26;1;2;*;1;1;1;0;D;;;;
KWBG;air_temperature;2;T-K;26;1;6;000002;1;1;1;0;E;;;;
KWBG;atmosphere_convective_available_potential_energy;2;CAPE-JKG;26;1;1;000000;1;1;1;0;E;;;;
KWBG;atmosphere_convective_inhibition;2;CIN-JKG;26;1;1;000000;1;1;1;0;E;;;;
KWBG;sea_ice_area_fraction;2;IC-0TO1;26;1;1;000000;1;1;1;0;E;;;;
KWBG;wind_speed_of_gust;2;FFG-MS;26;1;1;000000;1;1;1;0;E;;;;
KWBG;x_wind;2;U-MS;26;1;2;*;2;2;2;0;D;;;;
KWBG;x_wind;2;U-MS;26;1;6;000010;2;2;2;0;E;;;;
KWBG;y_wind;2;V-MS;26;1;2;*;2;2;2;0;D;;;;
KWBG;y_wind;2;V-MS;26;1;6;000010;2;2;2;0;E;;;;
MESAN;air_temperature;2;T-K;13;1;6;000002;1;1;1;0;E;;;;
MESAN;wind_speed;2;FF-MS;13;1;6;000010;1;1;1;0;E;;;;
MESAN;wind_speed_of_gust;2;FFG-MS;13;1;6;000010;1;1;1;0;E;;;;
MTLICE;sea_water_temperature:degree_Celsius;2;TSEA-C;1059;1;6;000000;1;1;1;0;E;;;;
MTLICE;sea_water_temperature;2;TSEA-K;1059;1;6;000000;1;1;1;0;E;;;;
LAPSFIN;air_pressure;2;P-PA;40;1;1;000000;1;1;1;0;E;;;;
LAPSFIN;air_temperature;2;T-K;40;1;1;000000;1;1;1;0;E;;;;
LAPSFIN;air_temperature;2;T-K;40;1;2;*;1;1;1;0;D;;;;
LAPSFIN;air_temperature;2;T-K;40;1;6;000002;1;1;1;0;E;;;;
LAPSFIN;atmosphere_convective_available_potential_energy;2;CAPE-JKG;40;1;1;000000;1;1;1;0;E;;;;
LAPSFIN;atmosphere_convective_inhibition;2;CIN-JKG;40;1;1;000000;1;1;1;0;E;;;;
LAPSFIN;wind_speed;2;FF-MS;40;1;6;000010;1;1;1;0;E;;;;
LAPSFIN;x_wind;2;U-MS;40;1;2;*;2;2;2;0;D;;;;
LAPSFIN;x_wind;2;U-MS;40;1;6;000010;2;2;2;0;E;;;;
LAPSFIN;y_wind;2;V-MS;40;1;2;*;2;2;2;0;D;;;;
LAPSFIN;y_wind;2;V-MS;40;1;6;000010;2;2;2;0;E;;;;
LAPSSCAN;air_pressure;2;P-PA;1087;1;1;000000;1;1;1;0;E;;;;
LAPSSCAN;air_pressure;2;P-PA;1087;1;7;000000;1;1;1;0;D;;;;
LAPSSCAN;air_temperature;2;T-K;1087;1;1;000000;1;1;1;0;E;;;;
